1,1,1700.00,391.00,156.00,337.00,1,-1,-1,-1
1,2,250.00,456.00,107.00,248.00,1,-1,-1,-1
1,3,1255.00,539.00,60.00,118.00,1,-1,-1,-1
1,4,1288.00,459.00,73.00,199.00,1,-1,-1,-1
1,5,120.00,504.00,93.00,239.00,1,-1,-1,-1
2,1,1689.00,390.00,163.00,338.00,1,-1,-1,-1
2,2,262.00,456.00,96.00,250.00,1,-1,-1,-1
2,3,1257.00,538.00,59.00,120.00,1,-1,-1,-1
2,4,1291.00,461.00,71.00,197.00,1,-1,-1,-1
2,5,119.00,503.00,83.00,240.00,1,-1,-1,-1
2,6,0.00,247.00,114.00,662.00,1,-1,-1,-1
3,1,1686.00,389.00,163.00,340.00,1,-1,-1,-1
3,2,262.00,456.00,97.00,251.00,1,-1,-1,-1
3,3,1260.00,538.00,56.00,120.00,1,-1,-1,-1
3,4,1294.00,460.00,68.00,198.00,1,-1,-1,-1
3,5,116.00,503.00,87.00,240.00,1,-1,-1,-1
3,6,0.00,282.00,119.00,626.00,1,-1,-1,-1
4,1,1684.00,390.00,162.00,341.00,1,-1,-1,-1
4,2,262.00,456.00,97.00,251.00,1,-1,-1,-1
4,3,1263.00,539.00,54.00,121.00,1,-1,-1,-1
4,4,1296.00,460.00,67.00,199.00,1,-1,-1,-1
4,5,117.00,503.00,89.00,241.00,1,-1,-1,-1
4,6,0.00,257.00,125.00,652.00,1,-1,-1,-1
5,1,1686.00,389.00,159.00,344.00,1,-1,-1,-1
5,2,262.00,456.00,97.00,250.00,1,-1,-1,-1
5,3,1268.00,541.00,49.00,117.00,1,-1,-1,-1
5,4,1298.00,459.00,68.00,199.00,1,-1,-1,-1
5,5,121.00,504.00,85.00,241.00,1,-1,-1,-1
5,6,0.00,242.00,137.00,667.00,1,-1,-1,-1
6,1,1687.00,390.00,151.00,346.00,1,-1,-1,-1
6,2,264.00,457.00,95.00,249.00,1,-1,-1,-1
6,3,1272.00,540.00,43.00,118.00,1,-1,-1,-1
6,4,1299.00,458.00,69.00,200.00,1,-1,-1,-1
6,5,123.00,505.00,82.00,240.00,1,-1,-1,-1
6,6,0.00,238.00,138.00,671.00,1,-1,-1,-1
7,1,1688.00,390.00,148.00,348.00,1,-1,-1,-1
7,2,267.00,456.00,92.00,249.00,1,-1,-1,-1
7,3,1276.00,539.00,39.00,119.00,1,-1,-1,-1
7,4,1301.00,458.00,68.00,200.00,1,-1,-1,-1
7,5,122.00,509.00,81.00,236.00,1,-1,-1,-1
7,6,0.00,232.00,148.00,676.00,1,-1,-1,-1
7,7,1874.00,346.00,46.00,234.00,1,-1,-1,-1
8,1,1690.00,391.00,146.00,349.00,1,-1,-1,-1
8,2,269.00,456.00,90.00,248.00,1,-1,-1,-1
8,3,1276.00,539.00,39.00,119.00,1,-1,-1,-1
8,4,1301.00,458.00,71.00,201.00,1,-1,-1,-1
8,5,122.00,508.00,76.00,236.00,1,-1,-1,-1
8,6,0.00,228.00,160.00,681.00,1,-1,-1,-1
8,7,1873.00,349.00,47.00,237.00,1,-1,-1,-1
9,1,1689.00,391.00,148.00,350.00,1,-1,-1,-1
9,2,271.00,456.00,88.00,248.00,1,-1,-1,-1
9,3,1276.00,539.00,39.00,119.00,1,-1,-1,-1
9,4,1306.00,458.00,67.00,202.00,1,-1,-1,-1
9,5,122.00,506.00,76.00,238.00,1,-1,-1,-1
9,6,0.00,229.00,164.00,678.00,1,-1,-1,-1
9,7,1873.00,349.00,47.00,237.00,1,-1,-1,-1
10,1,1683.00,390.00,158.00,352.00,1,-1,-1,-1
10,2,273.00,455.00,86.00,245.00,1,-1,-1,-1
10,3,1282.00,539.00,41.00,120.00,1,-1,-1,-1
10,4,1306.00,458.00,67.00,202.00,1,-1,-1,-1
10,5,123.00,504.00,70.00,240.00,1,-1,-1,-1
10,6,0.00,230.00,172.00,678.00,1,-1,-1,-1
10,7,1873.00,349.00,47.00,237.00,1,-1,-1,-1
11,1,1680.00,390.00,163.00,354.00,1,-1,-1,-1
11,2,266.00,456.00,94.00,245.00,1,-1,-1,-1
11,3,1285.00,538.00,41.00,120.00,1,-1,-1,-1
11,4,1308.00,458.00,82.00,203.00,1,-1,-1,-1
11,5,123.00,498.00,70.00,246.00,1,-1,-1,-1
11,6,0.00,231.00,172.00,676.00,1,-1,-1,-1
11,7,1873.00,349.00,47.00,237.00,1,-1,-1,-1
12,1,1677.00,389.00,165.00,355.00,1,-1,-1,-1
12,2,269.00,455.00,91.00,247.00,1,-1,-1,-1
12,3,1287.00,538.00,40.00,121.00,1,-1,-1,-1
12,4,1308.00,458.00,85.00,204.00,1,-1,-1,-1
12,5,122.00,501.00,69.00,243.00,1,-1,-1,-1
12,6,0.00,232.00,177.00,676.00,1,-1,-1,-1
12,7,1867.00,344.00,53.00,294.00,1,-1,-1,-1
13,1,1678.00,388.00,150.00,357.00,1,-1,-1,-1
13,2,282.00,455.00,81.00,248.00,1,-1,-1,-1
13,3,1288.00,539.00,42.00,122.00,1,-1,-1,-1
13,4,1308.00,458.00,85.00,204.00,1,-1,-1,-1
13,5,120.00,491.00,73.00,253.00,1,-1,-1,-1
13,6,0.00,232.00,185.00,701.00,1,-1,-1,-1
13,7,1866.00,344.00,54.00,296.00,1,-1,-1,-1
14,1,1677.00,387.00,148.00,359.00,1,-1,-1,-1
14,2,291.00,452.00,77.00,252.00,1,-1,-1,-1
14,3,1288.00,539.00,43.00,124.00,1,-1,-1,-1
14,4,1308.00,458.00,85.00,204.00,1,-1,-1,-1
14,5,121.00,495.00,76.00,250.00,1,-1,-1,-1
14,6,0.00,233.00,188.00,698.00,1,-1,-1,-1
14,7,1865.00,342.00,55.00,343.00,1,-1,-1,-1
15,1,1672.00,385.00,155.00,360.00,1,-1,-1,-1
15,2,296.00,456.00,82.00,247.00,1,-1,-1,-1
15,3,1289.00,539.00,43.00,123.00,1,-1,-1,-1
15,4,1314.00,464.00,80.00,196.00,1,-1,-1,-1
15,5,123.00,535.00,68.00,207.00,1,-1,-1,-1
15,6,0.00,235.00,194.00,689.00,1,-1,-1,-1
15,7,1862.00,335.00,58.00,408.00,1,-1,-1,-1
16,1,1670.00,383.00,151.00,361.00,1,-1,-1,-1
16,2,304.00,455.00,81.00,246.00,1,-1,-1,-1
16,3,1291.00,539.00,42.00,124.00,1,-1,-1,-1
16,4,1314.00,464.00,80.00,196.00,1,-1,-1,-1
16,5,123.00,539.00,69.00,203.00,1,-1,-1,-1
16,6,0.00,237.00,199.00,680.00,1,-1,-1,-1
16,7,1861.00,329.00,59.00,420.00,1,-1,-1,-1
17,1,1667.00,381.00,155.00,362.00,1,-1,-1,-1
17,2,298.00,453.00,93.00,248.00,1,-1,-1,-1
17,3,1292.00,538.00,42.00,123.00,1,-1,-1,-1
17,4,1314.00,464.00,80.00,196.00,1,-1,-1,-1
17,5,122.00,535.00,69.00,207.00,1,-1,-1,-1
17,6,0.00,237.00,203.00,677.00,1,-1,-1,-1
17,7,1860.00,328.00,60.00,422.00,1,-1,-1,-1
18,1,1662.00,379.00,161.00,366.00,1,-1,-1,-1
18,2,301.00,452.00,99.00,251.00,1,-1,-1,-1
18,3,1293.00,538.00,44.00,122.00,1,-1,-1,-1
18,4,1314.00,464.00,80.00,196.00,1,-1,-1,-1
18,5,122.00,535.00,69.00,207.00,1,-1,-1,-1
18,6,0.00,238.00,210.00,671.00,1,-1,-1,-1
18,7,1862.00,322.00,58.00,426.00,1,-1,-1,-1
